,Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
350,8097,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,130000 ,4.0,Automatic,Front,Left wheel,Black,4,15
352,18503,0,HYUNDAI,Sonata,Sedan,No,Hybrid,2.0,280480 ,4.0,Automatic,Front,Left wheel,Silver,9,12
353,12231,574,HONDA,Insight,Sedan,No,Hybrid,1.3,150000 ,4.0,Variator,Front,Left wheel,Black,12,14
355,17054,862,HYUNDAI,H1,Universal,Yes,Diesel,2.5,237853 ,4.0,Automatic,Front,Left wheel,Silver,4,13
357,9565,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,42000 ,4.0,Automatic,Front,Left wheel,Orange,4,9
358,24302,765,CHEVROLET,Malibu,Sedan,Yes,Diesel,2.0,60618 ,4.0,Automatic,Front,Left wheel,Black,4,9
359,18817,0,TOYOTA,Camry,Sedan,Yes,Petrol,2.4,230400 ,4.0,Automatic,Front,Left wheel,Silver,12,15
360,1960,777,NISSAN,Altima,Sedan,Yes,Petrol,2.5,127918 ,4.0,Automatic,Front,Left wheel,Red,12,10
361,17249,1051,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,77000 ,4.0,Tiptronic,Front,Left wheel,Silver,10,8
362,15530,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,280016 ,4.0,Automatic,Front,Left wheel,Silver,4,8
363,11290,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,270874 ,4.0,Automatic,Front,Left wheel,Silver,4,8
364,24148,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,118000 ,4.0,Automatic,Front,Left wheel,Sky blue,12,11
365,10036,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362868 ,4.0,Automatic,Front,Left wheel,Silver,4,10
366,18817,697,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,85000 ,4.0,Tiptronic,Front,Left wheel,Black,12,9
367,10349,308,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,132563 ,4.0,Automatic,Front,Left wheel,Red,0,10
369,9252,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,391625 ,4.0,Automatic,Front,Left wheel,Orange,4,9
372,18669,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,52686 ,4.0,Automatic,Front,Left wheel,Silver,4,13
375,10660,271,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,76525 ,4.0,Automatic,Front,Left wheel,Blue,4,10
376,37000,891,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,80000 ,4.0,Automatic,Front,Left wheel,Silver,4,8
377,18826,707,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,186412 ,4.0,Automatic,Front,Left wheel,Silver,4,13
379,21012,0,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,285000 ,4.0,Manual,Rear,Left wheel,Red,4,17
381,18826,836,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,120000 ,4.0,Automatic,Front,Left wheel,Silver,4,14
382,22649,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,142000 ,4.0,Automatic,Front,Left wheel,White,4,13
383,16590,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,42415 ,4.0,Automatic,Front,Left wheel,White,4,13
384,31988,394,TOYOTA,Camry,Sedan,No,Hybrid,2.5,51000 ,4.0,Automatic,Front,Left wheel,Grey,12,10
385,8624,966,DAEWOO,Lacetti,Sedan,Yes,Petrol,2.0,19999 ,4.0,Automatic,Front,Left wheel,Grey,4,15
386,21012,456,TOYOTA,Camry,Sedan,No,Hybrid,2.5,89000 ,4.0,Variator,Front,Left wheel,Silver,0,9
387,10663,1266,HONDA,FIT,Hatchback,No,Hybrid,1.5,114000 ,4.0,Automatic,Front,Right-hand drive,White,8,10
389,13485,1481,VOLKSWAGEN,GTI,Hatchback,No,Petrol,2.0,161000 ,4.0,Manual,Front,Left wheel,Black,8,18
390,5331,0,MITSUBISHI,Colt,Hatchback,No,Petrol,1.3,241589 ,4.0,Variator,Front,Right-hand drive,Sky blue,5,21
393,17249,697,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,55000 ,4.0,Tiptronic,Front,Left wheel,Black,10,9
396,11604,0,HONDA,FIT,Hatchback,No,Hybrid,1.3,157000 ,4.0,Tiptronic,Front,Right-hand drive,White,2,14
398,40769,1249,TOYOTA,RAV 4 s p o r t,Jeep,No,Petrol,2.5,76000 ,4.0,Tiptronic,4x4,Left wheel,Black,12,7
401,14113,862,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,156800 ,4.0,Automatic,Front,Left wheel,Blue,12,13
402,11917,0,HONDA,FIT,Hatchback,No,Hybrid,1.3,188000 ,4.0,Automatic,Front,Right-hand drive,Blue,8,13
403,12777,640,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,162558 ,4.0,Automatic,Front,Left wheel,Black,4,11
404,18817,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,130000 ,4.0,Automatic,Front,Left wheel,Red,12,11
405,23521,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,83000 ,4.0,Variator,Front,Left wheel,Silver,10,12
408,12544,645,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,284678 ,4.0,Automatic,Front,Left wheel,Silver,12,13
409,9722,473,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,121000 ,4.0,Tiptronic,Front,Left wheel,Green,10,10
410,3450,831,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,224349 ,4.0,Automatic,Front,Left wheel,Grey,0,13
411,1882,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,263392 ,4.0,Automatic,Front,Left wheel,Red,12,10
412,15991,1408,FORD,Transit,Microbus,No,Diesel,2.2,280000 ,4.0,Manual,Front,Left wheel,White,2,17
413,11133,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381 ,4.0,Automatic,Front,Left wheel,Black,12,10
414,94,1017,HYUNDAI,Elantra,Jeep,Yes,Petrol,2.0,284251 ,4.0,Automatic,Front,Left wheel,Grey,12,7
416,21169,781,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,25304 ,4.0,Automatic,Front,Left wheel,Brown,8,6
417,7495,1090,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,71486 ,4.0,Automatic,Front,Left wheel,Black,4,16
418,4861,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,95590 ,4.0,Automatic,Front,Left wheel,White,12,13
419,13485,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,72369 ,4.0,Automatic,Front,Left wheel,Silver,4,9
421,20005,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,147718 ,4.0,Automatic,Front,Left wheel,Silver,4,12
423,11917,0,TOYOTA,Camry,Sedan,No,Hybrid,2.4,200000 ,4.0,Variator,Front,Left wheel,Grey,12,17
426,627,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,192683 ,4.0,Automatic,Front,Left wheel,White,0,12
427,12570,761,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.8,152293 ,4.0,Automatic,Front,Left wheel,Grey,4,14
431,14009,595,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,137350 ,4.0,Automatic,Front,Left wheel,Silver,4,9
433,8311,891,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,109555 ,4.0,Automatic,Front,Left wheel,White,0,8
434,23521,0,TOYOTA,Corolla,Sedan,No,Petrol,1.8,40000 ,4.0,Automatic,Front,Left wheel,Green,16,10
435,25716,891,FORD,Fusion Titanium,Sedan,Yes,Petrol,2.0,65000 ,4.0,Tiptronic,Front,Left wheel,Silver,12,8
436,21730,831,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,32510 ,4.0,Automatic,Front,Left wheel,Blue,4,7
438,19369,707,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,153651 ,4.0,Automatic,Front,Left wheel,Red,4,13
440,25299,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,160000 ,4.0,Automatic,Front,Left wheel,Grey,4,12
441,7213,880,CHEVROLET,Cruze,Sedan,Yes,Diesel,1.6,28515 ,4.0,Automatic,Front,Left wheel,Grey,12,6
442,6899,531,CHEVROLET,Aveo,Hatchback,Yes,Petrol,1.6,94923 ,4.0,Automatic,Front,Left wheel,Black,4,12
444,18817,0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,160000 ,4.0,Tiptronic,Front,Left wheel,Silver,12,13
447,9879,1267,TOYOTA,Aqua S,Hatchback,No,Hybrid,1.5,137000 ,4.0,Automatic,Front,Right-hand drive,Silver,6,11
449,17249,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,141000 ,4.0,Automatic,Front,Left wheel,Grey,6,13
452,17249,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,64800 ,4.0,Tiptronic,Front,Left wheel,Black,12,11
453,29166,0,FORD,Escape,Jeep,Yes,Petrol,2.0,127000 ,4.0,Tiptronic,4x4,Left wheel,Silver,8,10
454,188,765,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,69555 ,4.0,Automatic,Front,Left wheel,Red,12,9
459,392,751,KIA,Optima,Sedan,Yes,Hybrid,2.4,0 ,4.0,Automatic,Front,Left wheel,Black,12,11
460,627,1079,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,47294 ,4.0,Automatic,Front,Left wheel,Black,12,6
461,2274,247,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,149970 ,4.0,Automatic,Front,Left wheel,Grey,0,10
462,19444,0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,102400 ,4.0,Automatic,Front,Left wheel,Silver,8,9
464,15367,878,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,174000 ,4.0,Variator,Front,Left wheel,Blue,8,15
466,14113,0,HONDA,Shuttle,Universal,No,Hybrid,1.3,150000 ,4.0,Automatic,Front,Right-hand drive,White,4,11
467,13564,642,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,228570 ,4.0,Automatic,Front,Left wheel,Grey,4,12
468,17876,642,FORD,C-MAX,Hatchback,No,Hybrid,2.0,128205 ,4.0,Automatic,Front,Left wheel,Silver,10,12
474,36827,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,137000 ,4.0,Automatic,Front,Left wheel,White,4,7
478,40340,730,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,59272 ,4.0,Automatic,Front,Left wheel,White,4,8
479,10976,503,HONDA,FIT,Hatchback,No,Petrol,1.5,216000 ,4.0,Tiptronic,Front,Left wheel,Grey,12,12
481,300,0,TOYOTA,Land Cruiser Prado,Jeep,Yes,Petrol,2.7,120 ,4.0,Automatic,4x4,Left wheel,White,10,5
482,18688,707,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,143166 ,4.0,Automatic,Front,Left wheel,Grey,4,13
484,28830,629,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,68243 ,4.0,Automatic,Front,Left wheel,Silver,4,9
486,23834,697,FORD,Transit,Microbus,No,Diesel,2.2,141000 ,4.0,Manual,Front,Left wheel,White,2,12
488,314,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,26802 ,4.0,Automatic,Rear,Left wheel,Black,12,7
489,16000,0,FORD,C-MAX,Hatchback,No,Hybrid,2.0,272000 ,4.0,Automatic,Front,Left wheel,Grey,4,10
490,11917,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,31691 ,4.0,Automatic,Front,Left wheel,White,4,11
493,15994,777,TOYOTA,Camry,Sedan,No,Petrol,2.5,1440000 ,4.0,Automatic,Front,Left wheel,Silver,0,10
496,15994,0,HYUNDAI,Veloster,Hatchback,No,Petrol,1.6,73600 ,4.0,Manual,Front,Left wheel,Carnelian red,6,13
497,11917,641,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,79749 ,4.0,Automatic,Front,Left wheel,Silver,4,12
498,18817,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058 ,4.0,Automatic,Front,Left wheel,White,12,6
499,1568,749,CHEVROLET,Equinox,Jeep,Yes,Petrol,2.4,251514 ,4.0,Automatic,Front,Left wheel,Black,12,10
501,13808,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,38206 ,4.0,Automatic,Front,Left wheel,White,4,8
502,392,862,MAZDA,CX-7,Jeep,Yes,Petrol,2.5,183728 ,4.0,Automatic,Front,Left wheel,Blue,12,13
503,16151,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,110990 ,4.0,Automatic,Front,Left wheel,Silver,8,12
505,22947,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,171344 ,4.0,Automatic,Front,Left wheel,Grey,4,14
507,7840,585,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,65989 ,4.0,Automatic,Front,Left wheel,Silver,0,11
509,25089,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,125000 ,4.0,Tiptronic,Front,Left wheel,Grey,12,10
512,5488,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798 ,4.0,Automatic,Front,Left wheel,White,12,10
514,9722,1111,TOYOTA,Vitz,Hatchback,No,Petrol,1.3,130000 ,4.0,Automatic,4x4,Right-hand drive,White,4,12
517,9418,765,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,676825 ,4.0,Automatic,Front,Left wheel,White,4,9
518,24415,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,135490 ,4.0,Automatic,Front,Left wheel,Black,4,12
520,470,353,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,115347 ,4.0,Automatic,Front,Left wheel,Grey,0,9
522,1725,584,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,107155 ,4.0,Automatic,Front,Left wheel,Black,12,10
523,549,584,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,140082 ,4.0,Automatic,Front,Left wheel,Black,12,10
524,314,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,249422 ,4.0,Automatic,Front,Left wheel,Black,12,12
526,10976,1266,TOYOTA,Corolla,Sedan,No,Hybrid,1.5,100000 ,4.0,Variator,Front,Right-hand drive,Silver,8,10
528,21285,502,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,52500 ,4.0,Automatic,Front,Left wheel,Blue,4,11
531,862,333,FORD,Fusion,Sedan,Yes,Hybrid,2.0,186048 ,4.0,Automatic,Front,Left wheel,Black,0,10
533,19130,0,AUDI,A4 premium,Sedan,Yes,Petrol,2.0,168000 ,4.0,Automatic,4x4,Left wheel,Silver,12,14
535,35570,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,97880 ,4.0,Automatic,Front,Left wheel,White,4,7
536,8781,503,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,175000 ,4.0,Automatic,Front,Left wheel,Black,10,12
537,12544,0,SUZUKI,Kizashi,Sedan,No,Petrol,2.4,263157 ,4.0,Tiptronic,Front,Left wheel,Black,0,14
538,24148,749,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,128000 ,4.0,Tiptronic,4x4,Left wheel,Red,8,10
539,706,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,105328 ,4.0,Automatic,Front,Left wheel,White,12,11
540,22580,308,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,160000 ,4.0,Automatic,Front,Left wheel,Black,10,10
541,4861,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,136861 ,4.0,Automatic,Front,Left wheel,Blue,12,11
542,12858,0,TOYOTA,Prius,Sedan,No,Hybrid,1.5,210452 ,4.0,Variator,Front,Left wheel,Silver,8,16
543,8154,1236,HONDA,FIT,Sedan,No,Petrol,1.3,185000 ,4.0,Automatic,Front,Right-hand drive,Black,2,13
545,4861,333,FORD,Fusion,Sedan,Yes,Hybrid,2.0,137328 ,4.0,Automatic,Front,Left wheel,Silver,0,10
548,17876,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,19968 ,4.0,Automatic,Front,Left wheel,White,12,5
549,18189,639,BMW,328,Sedan,Yes,Diesel,2.0,250491 ,4.0,Automatic,Rear,Left wheel,White,12,10
550,24775,0,FORD,Fusion,Sedan,Yes,Petrol,1.6,46000 ,4.0,Tiptronic,Front,Left wheel,White,8,11
551,15257,707,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,163374 ,4.0,Automatic,Front,Left wheel,Grey,4,13
552,16900,1141,HONDA,Element,Universal,No,Petrol,2.4,120000 ,4.0,Automatic,4x4,Left wheel,Black,6,15
553,14740,397,CITROEN,C1,Hatchback,No,Petrol,1.0,233700 ,4.0,Manual,Front,Left wheel,White,6,13
554,10976,0,NISSAN,X-Trail,Jeep,Yes,Petrol,2.0,121856 ,4.0,Automatic,4x4,Right-hand drive,Beige,6,20
555,22825,642,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,137433 ,4.0,Automatic,Front,Left wheel,White,4,12
556,12544,530,KIA,RIO,Sedan,No,Petrol,1.6,137000 ,4.0,Automatic,Front,Left wheel,Black,4,11
557,16935,353,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,94949 ,4.0,Automatic,Front,Left wheel,White,0,9
560,38213,1079,HONDA,Civic,Sedan,Yes,Petrol,2.0,0 ,4.0,Automatic,Front,Left wheel,White,4,6
563,392,779,TOYOTA,Camry,Jeep,Yes,Hybrid,2.5,493571 ,4.0,Automatic,Front,Left wheel,Black,12,11
566,9565,784,HONDA,Civic,Sedan,Yes,Petrol,1.5,58282 ,4.0,Automatic,Front,Left wheel,White,12,7
568,12544,1024,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,110000 ,4.0,Tiptronic,Front,Left wheel,Silver,6,14
570,6272,1357,OPEL,Astra,Universal,No,Petrol,1.6,171000 ,4.0,Manual,Front,Left wheel,White,0,20
571,100,0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,77000 ,4.0,Tiptronic,Front,Left wheel,White,8,11
574,10663,1236,HONDA,FIT,Sedan,Yes,Hybrid,1.3,127000 ,4.0,Variator,Front,Right-hand drive,Black,2,13
577,19444,650,VOLKSWAGEN,Jetta,Sedan,No,Petrol,1.4,36000 ,4.0,Tiptronic,Front,Left wheel,Grey,6,8
578,11917,0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,200000 ,4.0,Automatic,Front,Left wheel,Grey,0,16
582,9408,988,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,113000 ,4.0,Automatic,Front,Left wheel,Sky blue,8,17
583,23834,810,TOYOTA,Corolla IM,Hatchback,No,Petrol,1.8,102500 ,4.0,Automatic,Front,Left wheel,White,10,8
584,22894,779,TOYOTA,Camry,Sedan,No,Petrol,2.5,101000 ,4.0,Tiptronic,Front,Left wheel,Black,10,11
585,10976,0,MERCEDES-BENZ,CLK 240,Coupe,No,Petrol,2.4,89000 ,4.0,Tiptronic,Rear,Right-hand drive,Silver,10,20
586,5604,922,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.9,44521 ,4.0,Automatic,Front,Left wheel,Silver,4,15
587,17876,0,FORD,Fiesta,Sedan,Yes,Petrol,1.6,160000 ,4.0,Tiptronic,Front,Left wheel,Black,4,11
588,18189,586,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,136000 ,4.0,Tiptronic,Front,Left wheel,Black,8,12
589,70,0,FORD,Transit,Goods wagon,No,Diesel,2.4,350000 ,4.0,Manual,Rear,Left wheel,White,0,17
590,10976,1266,HONDA,FIT,Hatchback,No,Hybrid,1.5,121000 ,4.0,Variator,Front,Right-hand drive,Silver,0,10
591,27911,0,MINI,Cooper,Coupe,Yes,Petrol,1.6,56000 ,4.0,Manual,Front,Left wheel,Silver,10,11
592,6429,1438,OPEL,Combo,Goods wagon,No,Diesel,1.7,171339 ,4.0,Manual,Front,Left wheel,White,2,21
593,470,753,HYUNDAI,Sonata,Jeep,Yes,Hybrid,2.4,123862 ,4.0,Automatic,Front,Left wheel,White,0,12
594,40769,1091,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,99200 ,4.0,Tiptronic,4x4,Left wheel,Black,10,8
602,12231,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,348486 ,4.0,Automatic,Front,Left wheel,Silver,4,9
605,17035,707,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,200867 ,4.0,Automatic,Front,Left wheel,Black,4,13
607,188,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,140414 ,4.0,Automatic,Front,Left wheel,White,12,10
608,27654,629,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,87534 ,4.0,Automatic,Front,Left wheel,Grey,4,9
609,17719,0,KIA,Optima,Sedan,Yes,Petrol,2.0,91000 ,4.0,Automatic,Front,Left wheel,White,8,11
611,14081,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,124850 ,4.0,Automatic,Front,Left wheel,White,4,14
612,706,639,AUDI,A4,Sedan,Yes,Petrol,2.0,162032 ,4.0,Automatic,Front,Left wheel,Black,0,10
613,282,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,265315 ,4.0,Automatic,Front,Left wheel,White,12,14
614,2666,900,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,234618 ,4.0,Automatic,Front,Left wheel,Red,12,9
615,23994,730,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,125774 ,4.0,Automatic,Front,Left wheel,White,4,8
617,14740,645,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,161000 ,4.0,Variator,Front,Left wheel,Blue,11,13
619,18817,397,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,80000 ,4.0,Tiptronic,Front,Left wheel,Grey,12,8
620,11563,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,130814 ,4.0,Automatic,Front,Left wheel,Silver,4,14
623,33707,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,143544 ,4.0,Automatic,Front,Left wheel,White,4,7
625,11604,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,418369 ,4.0,Automatic,Front,Left wheel,Silver,4,10
627,17876,0,HYUNDAI,Elantra,Sedan,No,Petrol,1.6,84800 ,4.0,Tiptronic,Front,Left wheel,Silver,8,11
628,188,308,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,187334 ,4.0,Automatic,Front,Left wheel,White,12,10
631,2509,0,TOYOTA,Corolla verso,Minivan,No,Diesel,2.2,112000 ,4.0,Manual,Front,Left wheel,Black,4,17
640,13172,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,547288 ,4.0,Automatic,Front,Left wheel,Orange,4,8
641,6586,639,AUDI,A4,Sedan,Yes,Petrol,2.0,123640 ,4.0,Automatic,4x4,Left wheel,Blue,12,10
643,5865,966,DAEWOO,Lacetti,Sedan,Yes,Diesel,2.0,39031 ,4.0,Automatic,Front,Left wheel,Blue,4,15
644,20883,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,102000 ,4.0,Automatic,Front,Left wheel,Black,4,13
645,10976,0,HONDA,Odyssey,Minivan,No,LPG,2.4,20000 ,4.0,Variator,Front,Right-hand drive,Grey,6,16
646,23521,0,MITSUBISHI,L 200,Pickup,No,Diesel,2.4,175000 ,4.0,Manual,4x4,Left wheel,White,2,14
647,25402,638,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,67861 ,4.0,Automatic,Front,Left wheel,Carnelian red,4,10
648,9095,1236,HONDA,FIT,Hatchback,No,Hybrid,1.3,14590 ,4.0,Automatic,Front,Right-hand drive,Grey,0,13
649,2666,585,HYUNDAI,Elantra,Coupe,Yes,Petrol,1.8,89962 ,4.0,Automatic,Front,Left wheel,Blue,12,11
651,5018,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549 ,4.0,Automatic,Front,Left wheel,Black,12,11
652,12231,0,HYUNDAI,Tucson,Jeep,No,Petrol,2.0,270000 ,4.0,Manual,4x4,Left wheel,Black,4,16
653,11604,490,HONDA,Insight EX,Hatchback,No,Hybrid,1.3,150000 ,4.0,Variator,Front,Left wheel,Grey,8,13
654,20005,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,36239 ,4.0,Automatic,Front,Left wheel,Grey,4,12
655,5018,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549 ,4.0,Automatic,Front,Left wheel,Black,12,11
657,13068,836,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,127500 ,4.0,Automatic,Front,Left wheel,Silver,4,14
658,14113,642,FORD,Focus,Hatchback,No,Petrol,2.0,2012 ,4.0,Tiptronic,Front,Left wheel,Black,12,12
659,314,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,157859 ,4.0,Automatic,Front,Left wheel,Black,12,11
660,1019,900,HYUNDAI,Santa FE,Jeep,Yes,Petrol,2.4,245653 ,4.0,Automatic,Front,Left wheel,Black,12,9
661,16465,431,FORD,C-MAX,Hatchback,No,Plug-in Hybrid,2.0,0 ,4.0,Automatic,Front,Left wheel,White,0,8
663,6899,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,50549 ,4.0,Automatic,Front,Left wheel,Silver,4,15
664,3293,565,CHEVROLET,Matiz,Sedan,Yes,Petrol,0.8,134863 ,4.0,Automatic,Front,Left wheel,Golden,4,17
665,17249,0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,72000 ,4.0,Tiptronic,Front,Left wheel,Silver,0,13
666,10192,761,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,46527 ,4.0,Automatic,Front,Left wheel,Black,4,14
668,36235,585,HONDA,Civic,Sedan,Yes,Petrol,1.8,87000 ,4.0,Automatic,Front,Left wheel,Blue,4,11
669,22843,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,125926 ,4.0,Automatic,Front,Left wheel,Black,4,12
670,21699,642,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,65006 ,4.0,Automatic,Front,Left wheel,Silver,4,12
671,25299,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,134312 ,4.0,Automatic,Front,Left wheel,Black,4,13
672,2300,0,MAZDA,Mazda 3,Hatchback,No,Petrol,1.6,11111 ,4.0,Automatic,Front,Right-hand drive,Grey,6,18
673,392,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,232032 ,4.0,Automatic,Front,Left wheel,Silver,12,11
675,40142,639,BMW,328,Sedan,Yes,Petrol,2.0,74000 ,4.0,Tiptronic,Rear,Left wheel,White,12,10
676,19124,502,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,94500 ,4.0,Automatic,Front,Left wheel,Red,4,11
677,11604,988,RENAULT,Scenic,Minivan,No,Diesel,1.5,240000 ,4.0,Manual,Front,Left wheel,Black,6,17
679,11917,833,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,61232 ,4.0,Automatic,Front,Left wheel,White,4,14
680,17249,0,BMW,320,Sedan,No,Diesel,2.0,284000 ,4.0,Manual,Rear,Left wheel,Grey,9,19
681,23521,640,FORD,C-MAX,Hatchback,Yes,Hybrid,2.0,200925 ,4.0,Variator,Front,Left wheel,Black,12,11
682,784,765,LEXUS,NX 200,Jeep,Yes,Petrol,2.0,109336 ,4.0,Automatic,4x4,Left wheel,Grey,12,9
683,11604,489,CHEVROLET,Spark,Sedan,Yes,Petrol,1.0,31970 ,4.0,Automatic,Front,Left wheel,White,4,8
